Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,IDA total,IDA,106397987256.356,107038781444.551,110838373337.626,133359527288.938,166094508098.239,210231260004.485,237809394102.874,275489645329.812,340328413837.355,277183091555.893,356443293953.737,430512456548.617,430607424468.476,449300860197.767,446290366764.789,374396502658.417,360736792651.464,410298175522.015,463083278153.403,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Late-demographic dividend,LTE,976469285327.989,988565136193.366,1072767466706.76,1470387385198.21,1937775823028.79,2408632324636.49,2956915136004.3,3606072435761.07,4356275961061.94,3484612184088.38,4306222575255.94,5367042611332.4,5624290516380.38,5907659562401.15,6035085809579.24,5439931771787.39,5179140077744.48,5850864484058.36,6561833187293.87,6521163907377.96,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Latin America & Caribbean,LCN,461418089661.747,444077418417.799,445882428746.803,486092621315.135,599943248989.737,722973829374.313,858885284846.627,971182291191.452,1125996898043.52,889675905538.524,1109950558619.07,1369181597400.95,1398345387715.73,1392575984094.31,1366614613333.95,1186344551284.06,1156081650568.3,1285624947484.56,1393279178092.39,1383609027124.29,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Latin America & Caribbean (excluding high income),LAC,376423659934.466,361762539888.516,364880844279.642,395272495107.201,479853312820.384,574717681346.004,673610323164.785,762176303433.92,893525114744.957,703615422632.775,882486327125.701,1087597759521.16,1112804057163.95,1109349313333.68,1092035007052.6,949839269618.359,928366206339.493,1034802647335.05,1123311781887.9,1123149501226.69,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,414265982008.213,398598630359.872,400543455674.731,436673712336.955,537110621829.472,647405437551.736,770427924283.012,871587419915.088,1011927175769.42,801213590215.711,1003050228503.65,1234207494124.99,1263816514162.87,1259486131317.49,1235587950497.95,1071272817987.85,1043378305515.68,1162093725866.6,1259170981516.82,1250001321583.35,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Least developed countries: UN classification,LDC,44754989858.0429,44447311304.2816,48486703743.6967,55174905672.7826,69727142286.5991,93306508639.2197,117164294081.972,146306878614.827,189074392698.545,149314184943.813,188642165027.97,230040771438.487,235957054418.933,253430265956.927,251356130088.282,205239657751.738,201141909146.83,227317247897.26,257840093943.858,252677566822.182,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Low & middle income,LMY,1435524716964.86,1411789725258.64,1513126328912.47,1925483890794.95,2468015113858.38,3047184646804.58,3693555210860.66,4436427205841.01,5412371054040.78,4277951614769.48,5403562976115.2,6664944406774.06,6991686327870.07,7219517655026.71,7263522018501.42,6392255775168.76,6082823312540.94,6894435941644.02,7654276537344.88,7649709527230.18,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Low income,LIC,..,..,..,..,45434074962.1034,52656472321.9635,61675222137.3717,77543851571.2134,97212081826.1012,78614457711.9951,100162546131.386,115481042291.106,108514441539.575,116613465685.41,119351573385.519,92280949676.1329,92564625443.8645,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Lower middle income,LMC,277928232431.641,277822017022.598,300042555259.017,359939037559.792,463453168955.044,577582352710.027,688422437495.099,822569022681.092,1035249284626.5,820757966486.207,1045727716390.87,1291136824974.37,1331642894978.07,1372885594296,1391234907446.27,1203578827617.23,1192539426811.44,1379338624441.7,1532983706518.31,1585278658134.56,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,285017208144.105,340372277453.109,405829951741.934,540288741178.054,381264926025.237,457756504616.895,490618077515.518,570429463708.054,531659794884.268,486661314286.879,350551414394.718,312476499421.573,388383592500.259,486106099563.509,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,284203223844.798,339578972614.126,404619894638.042,539034735114.163,379943638817.733,456160835094.727,488409539050.746,568191476223.015,529026089004.866,483830770618.419,347542928173.087,309486705792.41,384978039962.951,482855177095.53,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Middle income,MIC,1408726785715.07,1384080608219.47,1483019000821.45,1892091878160.15,2424741208819.08,2995676509818.25,3632804501790.03,4360746957613.73,5318009474514.12,4201948276341.31,5306872761011.38,6550550654164.31,6879307629660.7,7100723571596.78,7142780519377.46,6294095098349.93,5986395402057.53,6784025186153.24,7529993138522.89,7526340188052.93,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,North America,NAC,1412373468524.76,1326225534696.5,1290515161743.85,1358462139319.77,1551147157870.6,1723804134659.21,1930488873739.59,2164096668490.31,2386791925493.1,1986285036625,2343028072489.61,2691803401080.89,2803814341975.98,2874712565009.72,2966922074911.42,2777144849115.25,2720851362476.78,2907039632979.35,3091410768974.16,3079293024865.69,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,OECD members,OED,5776437329687.54,5588896877288.22,5789685122484.76,6641624458721.19,7959135007535.13,8736880357117.37,9858846584370.31,11396166042099.3,12695451267868.3,10216558392841.9,11710530119276.1,13612976971605.5,13529780245135.9,13959500717664.5,14349991770121.8,12969299199766.4,12943899057967.6,14085219168290.9,15287329513402,15065612212439.1,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Pacific island small states,PSS,1497947727.63228,1376526302.9787,1386785432.56846,1834569154.4455,2029181042.0927,2351754522.55743,2299768955.0465,2552525828.59812,3066483606.36634,2429490054.53572,2990425164.1655,3771714683.66765,4192455379.70423,4168813446.88938,4309019495.3649,3857335724.2876,4040239282.94648,4305096796.24437,4778643017.41201,4629910114.90817,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Post-demographic dividend,PST,5738261942327.54,5540637364169.38,5752055125178.77,6601404745032.59,7899789417095.55,8663688123556.64,9763826795656.31,11250755089019.8,12550924051022.3,10111334792481.1,11664983947237.3,13577567744541.1,13509619232103.7,13925935486244.5,14237067082048.4,12787976151298.8,12731123237223.1,13826551447222.1,14973827533969.8,14655268576361.9,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Pre-demographic dividend,PRE,69580533768.4041,67113739196.5028,70050373038.5272,89333986729.5235,119559480080.577,172015636541.093,202577306773.31,249885775419.966,339715829740.89,242002604827.298,314405938126.333,401722199244.13,415771614406.493,416466670043.396,389023906822.249,264356822957.7,234344493024.282,287148422577.625,354525872381.025,344196047212.026,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,South Asia,SAS,85827827196.6269,87788904464.6909,97708252394.1257,116471365826.636,151371258478.656,195183401520.215,238841592914.835,290890148077.422,364387449855.371,315123403571.6,415581309520.622,526551764032.998,523856105618.192,552175287001.567,574323812774.037,516660331909.049,519455719030.719,584765741592.547,640859413606.719,649637841140.615,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,South Asia (IDA & IBRD),TSA,85827827196.6269,87788904464.6909,97708252394.1257,116471365826.636,151371258478.656,195183401520.215,238841592914.835,290890148077.422,364387449855.371,315123403571.6,415581309520.622,526551764032.998,523856105618.192,552175287001.567,574323812774.037,516660331909.049,519455719030.719,584765741592.547,640859413606.719,649637841140.615,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sub-Saharan Africa,SSF,116237176081.662,112026369800.35,115972230437.036,147750878763.896,188395147553.138,244854829830.101,283442715194.888,339923525914.604,416113885221.569,318995099054.138,413062842271.485,501800280790.854,493336541055.215,494260687772.613,467690146764.408,358458496391.187,335287991526.085,388475679265.804,436939583938.237,421217534946.053,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sub-Saharan Africa (excluding high income),SSA,112872998320.92,108356062209.329,112148528034.274,143648769191.494,184046542006.887,240151884819.469,278366083885.143,334412808848.103,410077627525.499,313762260411.125,407054781932.325,494796667804.058,485767258313.934,486893353790.4,460022087385.872,351476901978.663,328439736721.856,381240560928.014,429420794617.91,414251971626.325,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,116237176081.662,112026369800.35,115972230437.036,147750878763.896,188395147553.138,244854829830.101,283442715194.887,339923525914.604,416113885221.569,318995099054.138,413062842271.485,501800280790.854,493336541055.215,494260687772.613,467690146764.408,358458496391.187,335287991526.086,388475679265.804,436939583938.237,421217534946.053,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Upper middle income,UMC,1130883384318.32,1106686251288.01,1183605643421.61,1531192126887.08,1960225107707.98,2417167145453.39,2943474771632.34,3537159901545.92,4281106629548.83,3379848219671.6,4259310120360.11,5257143679019.92,5545652265245.41,5725788856103.82,5749306648115.28,5089146371839.68,4791209784203.09,5400836844395.78,5992739147970.83,5936599844916.84,..
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,World,WLD,7921721165479.64,7670184656821.11,8007370140581.35,9406614504346.37,11465465118360.5,13016287073630.5,14975483827536.3,17455133992609.8,20018125353075.9,16008414969280,18957270565330.5,22560010289832.1,22890134159175.4,23619777884674.5,24012381855643.3,21351598228185.9,20944434987856,23103951835401.4,25358944201724.8,24977797820236.1,..
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,
